,t,T,s,i,o,c,h,l,v,n
1304,2024-03-15,2024-03-15 23:59:59.999,ETH,1d,3881.69,3742.19,3934.02,3570.0,947537.4071,2487337
1305,2024-03-16,2024-03-16 23:59:59.999,ETH,1d,3742.19,3523.09,3781.12,3468.8,548288.1569,1798939
1306,2024-03-17,2024-03-17 23:59:59.999,ETH,1d,3523.09,3644.71,3678.68,3412.0,517790.9936,1721355
1307,2024-03-18,2024-03-18 23:59:59.999,ETH,1d,3644.7,3520.46,3645.02,3454.09,570901.2851,1906387
1308,2024-03-19,2024-03-19 23:59:59.999,ETH,1d,3520.47,3158.64,3548.09,3150.88,1049629.6936,2647385
1309,2024-03-20,2024-03-20 23:59:59.999,ETH,1d,3158.65,3516.53,3535.24,3056.56,1207322.8201,2987953
1310,2024-03-21,2024-03-21 23:59:59.999,ETH,1d,3516.53,3492.85,3587.32,3412.0,602755.2072,1791989
1311,2024-03-22,2024-03-22 23:59:59.999,ETH,1d,3492.84,3336.35,3542.52,3250.0,558848.888,1747756
1312,2024-03-23,2024-03-23 23:59:59.999,ETH,1d,3336.35,3329.53,3435.48,3270.08,323675.9448,1129683
1313,2024-03-24,2024-03-24 23:59:59.999,ETH,1d,3329.53,3454.98,3471.22,3298.76,260824.1408,1090982
1314,2024-03-25,2024-03-25 23:59:59.999,ETH,1d,3454.99,3590.42,3666.0,3420.12,548577.6942,1610130
1315,2024-03-26,2024-03-26 23:59:59.999,ETH,1d,3590.43,3587.33,3678.86,3542.62,499013.8384,1373691
1316,2024-03-27,2024-03-27 23:59:59.999,ETH,1d,3587.32,3501.19,3665.84,3460.02,443195.3297,1436593
1317,2024-03-28,2024-03-28 23:59:59.999,ETH,1d,3501.2,3560.49,3611.78,3465.0,404654.0311,1158353
1318,2024-03-29,2024-03-29 23:59:59.999,ETH,1d,3560.49,3509.74,3584.37,3445.91,323086.179,951744
1319,2024-03-30,2024-03-30 23:59:59.999,ETH,1d,3509.74,3505.64,3565.81,3485.0,216025.2634,750249
1320,2024-03-31,2024-03-31 23:59:59.999,ETH,1d,3505.65,3645.29,3655.32,3505.09,243464.9877,722927
1321,2024-04-01,2024-04-01 23:59:59.999,ETH,1d,3645.29,3503.8,3645.95,3413.71,408854.1225,1115133
1322,2024-04-02,2024-04-02 23:59:59.999,ETH,1d,3503.8,3278.96,3505.6,3212.0,623264.6476,1581408
1323,2024-04-03,2024-04-03 23:59:59.999,ETH,1d,3278.96,3310.83,3367.4,3202.79,410484.1933,1113644
1324,2024-04-04,2024-04-04 23:59:59.999,ETH,1d,3310.83,3327.4,3443.93,3250.92,356338.5716,965695
1325,2024-04-05,2024-04-05 23:59:59.999,ETH,1d,3327.39,3317.85,3350.0,3210.0,344556.7983,854139
1326,2024-04-06,2024-04-06 23:59:59.999,ETH,1d,3317.85,3351.59,3398.42,3306.68,183312.2125,549985
1327,2024-04-07,2024-04-07 23:59:59.999,ETH,1d,3351.59,3454.2,3459.94,3344.08,210459.0752,748530
1328,2024-04-08,2024-04-08 23:59:59.999,ETH,1d,3454.2,3694.61,3730.71,3406.36,496841.3532,1333378
1329,2024-04-09,2024-04-09 23:59:59.999,ETH,1d,3694.61,3506.39,3727.34,3450.46,457592.252,1046479
1330,2024-04-10,2024-04-10 23:59:59.999,ETH,1d,3506.4,3545.64,3562.95,3411.82,389404.9055,915957
1331,2024-04-11,2024-04-11 23:59:59.999,ETH,1d,3545.64,3502.52,3618.3,3474.52,338139.5534,890107
1332,2024-04-12,2024-04-12 23:59:59.999,ETH,1d,3502.52,3237.43,3552.4,3100.0,697327.1174,1423600
1333,2024-04-13,2024-04-13 23:59:59.999,ETH,1d,3237.42,3007.01,3301.9,2852.0,994971.2354,2037632
1334,2024-04-14,2024-04-14 23:59:59.999,ETH,1d,3007.01,3155.11,3174.23,2906.73,737580.4666,1680666
1335,2024-04-15,2024-04-15 23:59:59.999,ETH,1d,3155.11,3101.99,3277.85,3023.19,605430.8863,1540774
1336,2024-04-16,2024-04-16 23:59:59.999,ETH,1d,3102.0,3084.22,3128.01,2986.0,526113.855,1461779
1337,2024-04-17,2024-04-17 23:59:59.999,ETH,1d,3084.21,2985.41,3123.75,2914.47,491897.5661,1348404
1338,2024-04-18,2024-04-18 23:59:59.999,ETH,1d,2985.41,3064.4,3094.4,2950.98,389060.7133,1168254
1339,2024-04-19,2024-04-19 23:59:59.999,ETH,1d,3064.4,3056.46,3128.89,2865.18,607850.4019,1465901
1340,2024-04-20,2024-04-20 23:59:59.999,ETH,1d,3056.45,3155.79,3171.88,3018.75,242577.6371,812118
1341,2024-04-21,2024-04-21 23:59:59.999,ETH,1d,3155.79,3147.67,3197.18,3116.49,219970.5072,767260
1342,2024-04-22,2024-04-22 23:59:59.999,ETH,1d,3147.66,3200.2,3235.0,3129.15,290879.9569,993579
1343,2024-04-23,2024-04-23 23:59:59.999,ETH,1d,3200.19,3219.46,3263.61,3152.0,253914.2263,844893
1344,2024-04-24,2024-04-24 23:59:59.999,ETH,1d,3219.46,3140.8,3293.56,3104.9,393314.3414,1130370
1345,2024-04-25,2024-04-25 23:59:59.999,ETH,1d,3140.79,3155.8,3191.64,3072.2,352288.5502,861077
1346,2024-04-26,2024-04-26 23:59:59.999,ETH,1d,3155.81,3131.3,3167.7,3102.0,252522.655,628635
1347,2024-04-27,2024-04-27 23:59:59.999,ETH,1d,3131.3,3255.56,3285.0,3066.74,323811.1919,734026
1348,2024-04-28,2024-04-28 23:59:59.999,ETH,1d,3255.55,3263.45,3357.4,3250.45,304766.009,753239
1349,2024-04-29,2024-04-29 23:59:59.999,ETH,1d,3263.44,3216.73,3286.95,3115.13,421831.2912,943719
1350,2024-04-30,2024-04-30 23:59:59.999,ETH,1d,3216.74,3014.05,3250.95,2921.0,561717.4866,1292873
1351,2024-05-01,2024-05-01 23:59:59.999,ETH,1d,3014.04,2972.46,3023.24,2817.0,624963.7773,1365039
1352,2024-05-02,2024-05-02 23:59:59.999,ETH,1d,2972.46,2986.19,3016.72,2893.26,365939.7191,880167
1353,2024-05-03,2024-05-03 23:59:59.999,ETH,1d,2986.19,3102.61,3126.99,2958.32,355825.8391,859542
1354,2024-05-04,2024-05-04 23:59:59.999,ETH,1d,3102.61,3117.23,3168.0,3092.85,196263.9488,575026
1355,2024-05-05,2024-05-05 23:59:59.999,ETH,1d,3117.24,3136.41,3171.93,3072.99,218760.2662,600693
1356,2024-05-06,2024-05-06 23:59:59.999,ETH,1d,3136.4,3062.6,3221.4,3046.35,355135.3027,873200
1357,2024-05-07,2024-05-07 23:59:59.999,ETH,1d,3062.59,3005.69,3129.85,2998.0,298796.6829,815246
1358,2024-05-08,2024-05-08 23:59:59.999,ETH,1d,3005.69,2974.21,3038.15,2936.48,266934.8125,830635
1359,2024-05-09,2024-05-09 23:59:59.999,ETH,1d,2974.2,3036.23,3059.0,2950.77,238561.7462,686147
1360,2024-05-10,2024-05-10 23:59:59.999,ETH,1d,3036.24,2909.99,3053.89,2878.03,327855.8758,891040
1361,2024-05-11,2024-05-11 23:59:59.999,ETH,1d,2909.98,2912.45,2945.67,2886.46,138163.1087,466357
1362,2024-05-12,2024-05-12 23:59:59.999,ETH,1d,2912.45,2929.29,2955.2,2901.17,107670.6323,367990
1363,2024-05-13,2024-05-13 23:59:59.999,ETH,1d,2929.3,2950.99,2996.4,2864.76,368664.7648,925017
1364,2024-05-14,2024-05-14 23:59:59.999,ETH,1d,2950.99,2881.93,2960.6,2862.0,269675.3037,617845
1365,2024-05-15,2024-05-15 23:59:59.999,ETH,1d,2881.93,3032.55,3041.36,2863.75,350254.3188,760817
1366,2024-05-16,2024-05-16 23:59:59.999,ETH,1d,3032.55,2944.7,3041.24,2922.8,293874.1513,575271
1367,2024-05-17,2024-05-17 23:59:59.999,ETH,1d,2944.7,3092.01,3120.0,2933.06,357724.7731,754274
1368,2024-05-18,2024-05-18 23:59:59.999,ETH,1d,3092.0,3122.94,3146.98,3083.61,199976.5456,527531
1369,2024-05-19,2024-05-19 23:59:59.999,ETH,1d,3122.94,3071.19,3136.64,3053.38,166145.0102,470419
1370,2024-05-20,2024-05-20 23:59:59.999,ETH,1d,3071.2,3661.78,3694.0,3047.67,847107.8828,2226153
1371,2024-05-21,2024-05-21 23:59:59.999,ETH,1d,3661.79,3789.6,3841.54,3624.28,952437.2694,2204702
1372,2024-05-22,2024-05-22 23:59:59.999,ETH,1d,3789.59,3737.73,3813.69,3653.15,574938.3099,1339940
1373,2024-05-23,2024-05-23 23:59:59.999,ETH,1d,3737.72,3783.61,3949.29,3498.0,1127866.076,2682768
1374,2024-05-24,2024-05-24 23:59:59.999,ETH,1d,3783.6,3728.28,3829.61,3626.1,479418.4318,1159074
1375,2024-05-25,2024-05-25 23:59:59.999,ETH,1d,3728.28,3749.26,3779.43,3709.03,158711.8992,503711
1376,2024-05-26,2024-05-26 23:59:59.999,ETH,1d,3749.25,3826.47,3884.2,3731.17,292208.2937,697286
1377,2024-05-27,2024-05-27 23:59:59.999,ETH,1d,3826.47,3894.22,3977.0,3823.37,363717.6473,971964
1378,2024-05-28,2024-05-28 23:59:59.999,ETH,1d,3894.21,3844.69,3931.09,3773.9,416249.8344,941338
1379,2024-05-29,2024-05-29 23:59:59.999,ETH,1d,3844.69,3767.43,3888.55,3742.59,334759.6348,883401
1380,2024-05-30,2024-05-30 23:59:59.999,ETH,1d,3767.44,3747.91,3825.35,3702.58,277034.2894,765716
1381,2024-05-31,2024-05-31 23:59:59.999,ETH,1d,3747.9,3762.29,3849.94,3723.75,273406.766,680329
1382,2024-06-01,2024-06-01 23:59:59.999,ETH,1d,3762.29,3815.82,3833.3,3752.67,132687.2006,399377
1383,2024-06-02,2024-06-02 23:59:59.999,ETH,1d,3815.82,3780.91,3838.59,3752.62,210295.4407,579563
1384,2024-06-03,2024-06-03 23:59:59.999,ETH,1d,3780.92,3767.06,3849.99,3758.43,248848.702,648868
1385,2024-06-04,2024-06-04 23:59:59.999,ETH,1d,3767.07,3810.23,3831.65,3730.0,232063.7468,568514
1386,2024-06-05,2024-06-05 23:59:59.999,ETH,1d,3810.23,3865.99,3887.47,3777.33,273738.6035,645836
1387,2024-06-06,2024-06-06 23:59:59.999,ETH,1d,3866.0,3813.46,3878.6,3760.0,237504.1905,525050
1388,2024-06-07,2024-06-07 23:59:59.999,ETH,1d,3813.47,3678.32,3841.39,3600.0,362223.3594,894006
1389,2024-06-08,2024-06-08 23:59:59.999,ETH,1d,3678.31,3681.57,3709.5,3660.08,140550.8394,364485
1390,2024-06-09,2024-06-09 23:59:59.999,ETH,1d,3681.58,3706.4,3721.52,3666.36,103451.102,287960
1391,2024-06-10,2024-06-10 23:59:59.999,ETH,1d,3706.4,3667.85,3713.67,3642.74,156363.1846,391165
1392,2024-06-11,2024-06-11 23:59:59.999,ETH,1d,3667.85,3497.33,3673.0,3432.0,439568.5978,1036229
1393,2024-06-12,2024-06-12 23:59:59.999,ETH,1d,3497.33,3560.12,3659.01,3462.07,387043.774,850527
1394,2024-06-13,2024-06-13 23:59:59.999,ETH,1d,3560.13,3469.4,3561.65,3428.0,300230.8299,696369
1395,2024-06-14,2024-06-14 23:59:59.999,ETH,1d,3469.4,3481.8,3532.61,3362.26,322316.4214,746613
1396,2024-06-15,2024-06-15 23:59:59.999,ETH,1d,3481.8,3568.74,3594.39,3473.1,246649.5894,500773
1397,2024-06-16,2024-06-16 23:59:59.999,ETH,1d,3568.75,3624.41,3653.79,3541.05,149839.982,417858
1398,2024-06-17,2024-06-17 23:59:59.999,ETH,1d,3624.41,3511.46,3638.37,3463.39,337805.6402,774085
1399,2024-06-18,2024-06-18 23:59:59.999,ETH,1d,3511.47,3483.42,3517.2,3355.0,449913.3014,1062807
1400,2024-06-19,2024-06-19 23:59:59.999,ETH,1d,3483.42,3560.51,3590.01,3465.65,321500.0027,712501
1401,2024-06-20,2024-06-20 23:59:59.999,ETH,1d,3560.51,3513.08,3625.96,3486.0,329117.8453,743896
1402,2024-06-21,2024-06-21 23:59:59.999,ETH,1d,3513.08,3518.5,3547.55,3446.82,342155.102,746361
1403,2024-06-22,2024-06-22 23:59:59.999,ETH,1d,3518.5,3495.75,3521.19,3475.09,115774.6157,315684
1404,2024-06-23,2024-06-23 23:59:59.999,ETH,1d,3495.76,3420.91,3521.45,3406.38,133411.4304,338679
1405,2024-06-24,2024-06-24 23:59:59.999,ETH,1d,3420.91,3352.73,3435.76,3240.0,543370.4229,1222789
1406,2024-06-25,2024-06-25 23:59:59.999,ETH,1d,3352.74,3394.91,3430.88,3336.76,240036.2236,654302
1407,2024-06-26,2024-06-26 23:59:59.999,ETH,1d,3394.91,3371.44,3426.75,3325.01,206949.3418,518727
1408,2024-06-27,2024-06-27 23:59:59.999,ETH,1d,3371.77,3450.44,3477.0,3361.74,201041.6609,530697
1409,2024-06-28,2024-06-28 23:59:59.999,ETH,1d,3450.44,3380.15,3487.7,3365.22,221634.3435,934561
1410,2024-06-29,2024-06-29 23:59:59.999,ETH,1d,3380.15,3378.8,3408.32,3371.86,88329.7651,365755
1411,2024-06-30,2024-06-30 23:59:59.999,ETH,1d,3378.8,3438.16,3460.0,3352.66,141221.6185,557070
1412,2024-07-01,2024-07-01 23:59:59.999,ETH,1d,3438.16,3442.2,3524.94,3423.78,224273.2122,854102
1413,2024-07-02,2024-07-02 23:59:59.999,ETH,1d,3442.2,3421.35,3464.12,3402.0,137932.7014,623720
1414,2024-07-03,2024-07-03 23:59:59.999,ETH,1d,3421.35,3295.48,3432.1,3251.0,310408.451,1378502
1415,2024-07-04,2024-07-04 23:59:59.999,ETH,1d,3295.49,3059.7,3313.45,3050.34,450402.5692,1898898
1416,2024-07-05,2024-07-05 23:59:59.999,ETH,1d,3059.7,2981.78,3110.0,2810.0,886994.3753,2967124
1417,2024-07-06,2024-07-06 23:59:59.999,ETH,1d,2981.79,3066.83,3081.78,2955.06,214487.9713,1055462
1418,2024-07-07,2024-07-07 23:59:59.999,ETH,1d,3066.83,2931.0,3073.08,2922.24,179892.7612,878707
1419,2024-07-08,2024-07-08 23:59:59.999,ETH,1d,2930.99,3019.01,3097.06,2822.8,500445.0105,2222940
1420,2024-07-09,2024-07-09 23:59:59.999,ETH,1d,3019.01,3066.65,3115.2,3004.0,280358.1424,1377129
1421,2024-07-10,2024-07-10 23:59:59.999,ETH,1d,3066.65,3101.05,3151.51,3024.0,270827.0844,1296218
1422,2024-07-11,2024-07-11 23:59:59.999,ETH,1d,3101.06,3099.57,3217.24,3054.76,289229.32,1413031
1423,2024-07-12,2024-07-12 23:59:59.999,ETH,1d,3099.57,3133.88,3157.89,3045.58,185745.1825,1094915
1424,2024-07-13,2024-07-13 23:59:59.999,ETH,1d,3133.89,3175.93,3201.8,3113.37,119302.4769,591291
1425,2024-07-14,2024-07-14 23:59:59.999,ETH,1d,3175.93,3245.08,3268.72,3163.67,165430.7716,792858
1426,2024-07-15,2024-07-15 23:59:59.999,ETH,1d,3245.2,3483.39,3493.63,3233.22,314296.8452,1617276
1427,2024-07-16,2024-07-16 23:59:59.999,ETH,1d,3483.2,3444.13,3498.59,3346.55,376128.7869,1636557
1428,2024-07-17,2024-07-17 23:59:59.999,ETH,1d,3444.14,3387.05,3517.0,3376.0,297812.5162,1285615
1429,2024-07-18,2024-07-18 23:59:59.999,ETH,1d,3387.05,3426.5,3489.98,3367.2,241950.3457,1165443
1430,2024-07-19,2024-07-19 23:59:59.999,ETH,1d,3426.49,3503.53,3540.27,3377.0,299511.6422,1262244
1431,2024-07-20,2024-07-20 23:59:59.999,ETH,1d,3503.53,3517.5,3539.65,3480.0,147510.8165,667108
1432,2024-07-21,2024-07-21 23:59:59.999,ETH,1d,3517.5,3535.92,3547.0,3411.4,218890.9656,961322
1433,2024-07-22,2024-07-22 23:59:59.999,ETH,1d,3535.93,3439.6,3562.82,3422.34,207859.5043,1069762
1434,2024-07-23,2024-07-23 23:59:59.999,ETH,1d,3439.61,3482.51,3541.0,3389.0,500568.7811,1617621
1435,2024-07-24,2024-07-24 23:59:59.999,ETH,1d,3482.51,3335.81,3487.82,3300.0,275479.0506,980283
1436,2024-07-25,2024-07-25 23:59:59.999,ETH,1d,3335.82,3175.48,3342.5,3087.53,494282.6398,2011527
1437,2024-07-26,2024-07-26 23:59:59.999,ETH,1d,3175.47,3274.61,3286.36,3171.0,260237.4641,1169246
1438,2024-07-27,2024-07-27 23:59:59.999,ETH,1d,3274.6,3249.01,3327.59,3191.01,231991.9037,1076809
1439,2024-07-28,2024-07-28 23:59:59.999,ETH,1d,3249.0,3270.16,3284.3,3198.11,103529.8329,682428
1440,2024-07-29,2024-07-29 23:59:59.999,ETH,1d,3270.16,3317.66,3396.77,3258.0,318471.5055,1484898
1441,2024-07-30,2024-07-30 23:59:59.999,ETH,1d,3317.66,3279.21,3366.4,3233.18,197277.1641,1183239
1442,2024-07-31,2024-07-31 23:59:59.999,ETH,1d,3279.2,3232.74,3350.0,3213.75,233711.3352,1337992
1443,2024-08-01,2024-08-01 23:59:59.999,ETH,1d,3232.74,3203.4,3242.57,3080.02,323285.6105,1835455
1444,2024-08-02,2024-08-02 23:59:59.999,ETH,1d,3203.4,2989.61,3218.6,2967.0,385704.0395,2104725
1445,2024-08-03,2024-08-03 23:59:59.999,ETH,1d,2989.61,2903.64,3018.02,2859.0,344595.3157,1798017
1446,2024-08-04,2024-08-04 23:59:59.999,ETH,1d,2903.65,2688.92,2935.46,2630.0,512064.2612,2184760
1447,2024-08-05,2024-08-05 23:59:59.999,ETH,1d,2688.91,2419.59,2697.44,2111.0,2670604.1003,7064159
1448,2024-08-06,2024-08-06 23:59:59.999,ETH,1d,2419.76,2461.33,2556.23,2414.19,642283.8038,2870150
1449,2024-08-07,2024-08-07 23:59:59.999,ETH,1d,2461.33,2342.8,2551.32,2309.04,630115.4228,2370148
1450,2024-08-08,2024-08-08 23:59:59.999,ETH,1d,2342.79,2682.5,2724.1,2320.4,586502.8754,2112663
1451,2024-08-09,2024-08-09 23:59:59.999,ETH,1d,2682.5,2598.78,2707.98,2552.61,406739.9611,1710060
1452,2024-08-10,2024-08-10 23:59:59.999,ETH,1d,2598.79,2609.92,2644.7,2576.49,171012.3619,758863
1453,2024-08-11,2024-08-11 23:59:59.999,ETH,1d,2609.92,2555.38,2720.0,2540.0,297098.9145,1217650
1454,2024-08-12,2024-08-12 23:59:59.999,ETH,1d,2555.38,2722.3,2750.0,2510.05,483414.2506,1915621
1455,2024-08-13,2024-08-13 23:59:59.999,ETH,1d,2722.3,2702.44,2738.4,2611.37,325668.6964,1547949
1456,2024-08-14,2024-08-14 23:59:59.999,ETH,1d,2702.44,2661.45,2780.0,2632.2,338808.7141,1503315
1457,2024-08-15,2024-08-15 23:59:59.999,ETH,1d,2661.45,2569.89,2675.6,2515.71,356546.8059,1761529
1458,2024-08-16,2024-08-16 23:59:59.999,ETH,1d,2569.9,2592.73,2630.97,2550.04,270684.1373,1602311
1459,2024-08-17,2024-08-17 23:59:59.999,ETH,1d,2592.72,2614.51,2629.69,2587.5,89348.676,543278
1460,2024-08-18,2024-08-18 23:59:59.999,ETH,1d,2614.51,2612.15,2689.16,2594.53,174074.0585,836384
1461,2024-08-19,2024-08-19 23:59:59.999,ETH,1d,2612.15,2636.36,2648.08,2563.58,224867.1336,1156033
1462,2024-08-20,2024-08-20 23:59:59.999,ETH,1d,2636.36,2572.82,2695.0,2555.0,281315.8751,1303349
1463,2024-08-21,2024-08-21 23:59:59.999,ETH,1d,2572.81,2630.71,2663.74,2536.22,245286.6218,1420421
1464,2024-08-22,2024-08-22 23:59:59.999,ETH,1d,2630.71,2622.88,2644.69,2584.2,199063.1196,1064195
1465,2024-08-23,2024-08-23 23:59:59.999,ETH,1d,2622.89,2762.48,2799.13,2621.4,401786.4447,1747686
1466,2024-08-24,2024-08-24 23:59:59.999,ETH,1d,2762.49,2768.0,2820.0,2731.26,263542.9441,1133872
1467,2024-08-25,2024-08-25 23:59:59.999,ETH,1d,2768.01,2746.13,2792.28,2733.21,154527.2352,1047985
1468,2024-08-26,2024-08-26 23:59:59.999,ETH,1d,2746.12,2680.49,2762.0,2666.66,211708.1247,1453833
1469,2024-08-27,2024-08-27 23:59:59.999,ETH,1d,2680.49,2457.33,2699.98,2392.96,412660.7197,1898416
1470,2024-08-28,2024-08-28 23:59:59.999,ETH,1d,2457.33,2528.33,2554.6,2418.8,451266.634,2272721
1471,2024-08-29,2024-08-29 23:59:59.999,ETH,1d,2528.33,2527.61,2595.4,2505.88,237002.9632,1455668
1472,2024-08-30,2024-08-30 23:59:59.999,ETH,1d,2527.6,2526.0,2552.17,2431.14,338379.1941,1735497
1473,2024-08-31,2024-08-31 23:59:59.999,ETH,1d,2525.99,2513.01,2533.95,2491.92,97946.1147,702529
1474,2024-09-01,2024-09-01 23:59:59.999,ETH,1d,2513.0,2425.72,2516.28,2400.0,223127.776,1357443
1475,2024-09-02,2024-09-02 23:59:59.999,ETH,1d,2425.71,2538.01,2564.83,2423.52,262632.8385,1452334
1476,2024-09-03,2024-09-03 23:59:59.999,ETH,1d,2538.0,2425.29,2553.6,2411.12,224793.1299,1272909
1477,2024-09-04,2024-09-04 23:59:59.999,ETH,1d,2425.28,2450.71,2490.0,2306.65,384179.3854,2002621
1478,2024-09-05,2024-09-05 23:59:59.999,ETH,1d,2450.71,2368.81,2466.0,2348.04,278549.0969,1862353
1479,2024-09-06,2024-09-06 23:59:59.999,ETH,1d,2368.81,2225.23,2408.83,2150.55,643027.111,2980066
1480,2024-09-07,2024-09-07 23:59:59.999,ETH,1d,2225.24,2273.58,2311.27,2220.98,219453.2076,982698
1481,2024-09-08,2024-09-08 23:59:59.999,ETH,1d,2273.58,2297.3,2333.58,2240.94,192775.6493,976672
1482,2024-09-09,2024-09-09 23:59:59.999,ETH,1d,2297.3,2359.5,2381.41,2272.8,321698.99,1761692
1483,2024-09-10,2024-09-10 23:59:59.999,ETH,1d,2359.51,2388.52,2400.0,2320.41,224382.1729,1210860
1484,2024-09-11,2024-09-11 23:59:59.999,ETH,1d,2388.52,2340.55,2389.32,2277.68,282898.3125,1530070
1485,2024-09-12,2024-09-12 23:59:59.999,ETH,1d,2340.54,2361.76,2391.93,2315.39,202611.1308,1093596
1486,2024-09-13,2024-09-13 23:59:59.999,ETH,1d,2361.75,2439.19,2464.82,2337.35,253888.616,1458878
1487,2024-09-14,2024-09-14 23:59:59.999,ETH,1d,2439.19,2417.79,2440.6,2376.72,122931.2302,754834
1488,2024-09-15,2024-09-15 23:59:59.999,ETH,1d,2417.8,2316.1,2430.32,2283.75,174364.1946,1058493
1489,2024-09-16,2024-09-16 23:59:59.999,ETH,1d,2316.09,2295.68,2335.7,2252.39,330555.232,2102319
1490,2024-09-17,2024-09-17 23:59:59.999,ETH,1d,2295.67,2341.8,2393.63,2263.29,274206.2588,1813524
1491,2024-09-18,2024-09-18 23:59:59.999,ETH,1d,2341.79,2374.75,2376.14,2277.34,292917.6008,2555639
1492,2024-09-19,2024-09-19 23:59:59.999,ETH,1d,2374.74,2465.21,2494.95,2372.6,326746.032,2862096
1493,2024-09-20,2024-09-20 23:59:59.999,ETH,1d,2465.21,2561.4,2571.93,2437.31,340754.5912,3241249
1494,2024-09-21,2024-09-21 23:59:59.999,ETH,1d,2561.4,2612.4,2623.34,2528.97,154757.8773,1425778
1495,2024-09-22,2024-09-22 23:59:59.999,ETH,1d,2612.4,2581.0,2632.57,2524.58,214266.3257,2067811
1496,2024-09-23,2024-09-23 23:59:59.999,ETH,1d,2580.99,2646.97,2702.82,2539.49,333282.0149,3492404
1497,2024-09-24,2024-09-24 23:59:59.999,ETH,1d,2646.98,2653.2,2670.96,2591.56,288600.0402,2730471
1498,2024-09-25,2024-09-25 23:59:59.999,ETH,1d,2653.2,2579.95,2673.5,2554.05,220343.4293,2446589
1499,2024-09-26,2024-09-26 23:59:59.999,ETH,1d,2580.09,2632.26,2666.22,2559.2,278686.3573,2897463
1500,2024-09-27,2024-09-27 23:59:59.999,ETH,1d,2632.25,2694.43,2728.6,2615.21,281826.9792,2599262
1501,2024-09-28,2024-09-28 23:59:59.999,ETH,1d,2694.43,2675.21,2704.35,2650.0,137230.0342,1192804
1502,2024-09-29,2024-09-29 23:59:59.999,ETH,1d,2675.21,2657.62,2683.7,2629.73,160554.3146,1417045
1503,2024-09-30,2024-09-30 23:59:59.999,ETH,1d,2657.62,2602.23,2663.5,2575.0,282475.7961,2684395
1504,2024-10-01,2024-10-01 23:59:59.999,ETH,1d,2602.24,2447.79,2659.0,2414.0,502828.6804,4525442
1505,2024-10-02,2024-10-02 23:59:59.999,ETH,1d,2447.78,2364.1,2499.0,2352.0,317484.735,4299369
1506,2024-10-03,2024-10-03 23:59:59.999,ETH,1d,2364.09,2349.8,2403.38,2310.0,314635.9263,4096011
1507,2024-10-04,2024-10-04 23:59:59.999,ETH,1d,2349.8,2414.41,2441.64,2339.15,239383.017,2556302
1508,2024-10-05,2024-10-05 23:59:59.999,ETH,1d,2414.41,2414.66,2428.23,2390.05,103740.2316,1147501
1509,2024-10-06,2024-10-06 23:59:59.999,ETH,1d,2414.66,2440.03,2457.8,2407.0,105752.7096,1097106
1510,2024-10-07,2024-10-07 23:59:59.999,ETH,1d,2440.02,2422.71,2521.0,2403.0,300459.5407,3081333
1511,2024-10-08,2024-10-08 23:59:59.999,ETH,1d,2422.7,2440.89,2466.66,2401.18,201358.3312,2240640
1512,2024-10-09,2024-10-09 23:59:59.999,ETH,1d,2440.88,2370.47,2473.61,2351.42,242082.2725,2569883
1513,2024-10-10,2024-10-10 23:59:59.999,ETH,1d,2370.47,2386.49,2421.36,2330.66,257862.9619,2734517
1514,2024-10-11,2024-10-11 23:59:59.999,ETH,1d,2386.49,2439.5,2471.45,2381.86,235441.2197,1913115
1515,2024-10-12,2024-10-12 23:59:59.999,ETH,1d,2439.49,2476.4,2490.51,2434.35,139637.5062,1058123
1516,2024-10-13,2024-10-13 23:59:59.999,ETH,1d,2476.4,2468.91,2484.92,2436.4,120022.8179,1032905
1517,2024-10-14,2024-10-14 23:59:59.999,ETH,1d,2468.92,2629.79,2654.0,2443.39,435900.1619,2715025
1518,2024-10-15,2024-10-15 23:59:59.999,ETH,1d,2629.79,2607.41,2688.6,2537.36,416285.6663,3306565
1519,2024-10-16,2024-10-16 23:59:59.999,ETH,1d,2607.41,2611.1,2647.79,2588.67,260322.4242,2813136
1520,2024-10-17,2024-10-17 23:59:59.999,ETH,1d,2611.1,2605.8,2648.37,2575.4,221624.5434,2543113
1521,2024-10-18,2024-10-18 23:59:59.999,ETH,1d,2605.79,2642.17,2675.58,2596.49,292444.1153,2835054
1522,2024-10-19,2024-10-19 23:59:59.999,ETH,1d,2642.17,2648.2,2663.49,2631.02,105413.7646,1145594
1523,2024-10-20,2024-10-20 23:59:59.999,ETH,1d,2648.2,2746.91,2759.0,2635.54,256910.7448,2274845
1524,2024-10-21,2024-10-21 23:59:59.999,ETH,1d,2746.91,2666.7,2769.48,2655.01,310674.7232,2526347
1525,2024-10-22,2024-10-22 23:59:59.999,ETH,1d,2666.71,2622.81,2671.92,2606.56,265747.713,2153796
1526,2024-10-23,2024-10-23 23:59:59.999,ETH,1d,2622.81,2524.61,2628.2,2450.0,352647.7086,2642127
1527,2024-10-24,2024-10-24 23:59:59.999,ETH,1d,2524.6,2535.82,2562.65,2507.31,290851.7842,2252562
1528,2024-10-25,2024-10-25 23:59:59.999,ETH,1d,2535.82,2440.62,2566.33,2382.59,514799.8822,3741205
1529,2024-10-26,2024-10-26 23:59:59.999,ETH,1d,2440.63,2482.51,2508.0,2430.12,248724.8313,1985542
1530,2024-10-27,2024-10-27 23:59:59.999,ETH,1d,2482.51,2507.8,2527.99,2464.13,137580.8836,1337190
